block_id,task_id,activity_type,dept,asset_type,section_id,line_type,km,asset_age_years,days_since_maintenance,severity,crew_type,crew_experience_band,tasks_in_block,block_permits,start_hour,is_night,month,is_monsoon,access_difficulty,nominal_duration_min,actual_duration_min,overran,overrun_min,overrun_reason
H000149,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,C,2,power_block|traffic_block,7,0,6,1,easy,225,230,1,5,late_start
H000150,ENG-058,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN01,double,0.64,0.8,362,important,track_gang,A,1,power_block|traffic_block,14,0,11,0,moderate,165,105,0,0,
H000151,TRD-059,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,26.91,29.2,387,important,ohe_team,B,1,power_block,3,1,12,0,easy,90,75,0,0,
H000152,TRD-025,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,89.26,7.6,352,important,ohe_team,C,5,power_block,20,0,10,0,easy,90,80,0,0,
H000153,SNT-017,SNT_POINT_OVERHAUL,SNT,point_machine,DIV01,single,104.98,30.1,260,critical,signal_team,C,3,disconnection|traffic_block,11,0,2,0,moderate,90,110,1,20,traffic_clearance
H000154,SNT-014,SNT_CABLE_WORK,SNT,signal,DIV01,single,106.13,16.7,144,routine,signal_team,A,1,traffic_block,9,0,8,1,moderate,105,105,0,0,
H000155,ENG-053,ENG_LC_MAINTENANCE,ENG,level_crossing,BRCH04,single,47.4,10.1,219,critical,track_gang,B,4,traffic_block,19,0,8,1,easy,60,60,0,0,
H000156,TRD-072,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,104.6,15.4,73,routine,ohe_team,B,1,power_block,0,1,2,0,easy,75,100,1,25,traffic_clearance
H000157,TRD-034,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.63,8.9,495,important,ohe_team,C,5,power_block,4,1,4,0,easy,75,85,1,10,late_start
H000158,TRD-055,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,44.73,29.3,28,routine,ohe_team,B,2,power_block,19,0,12,0,easy,90,65,0,0,
H000159,TRD-063,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,22.52,3.0,717,routine,ohe_team,A,2,power_block,20,0,2,0,moderate,75,45,0,0,
H000160,ENG-062,ENG_TAMPING,ENG,track_segment,MAIN11,double,173.52,31.5,67,routine,track_machine,A,5,power_block|traffic_block,20,0,7,1,hard,120,145,1,25,late_start
H000161,ENG-012,ENG_WELD_REPAIR,ENG,track_segment,MAIN04,double,59.74,22.6,185,important,track_gang,B,3,traffic_block,2,1,1,0,easy,90,70,0,0,
H000162,TRD-004,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,165.59,27.9,266,important,ohe_team,B,1,power_block,10,0,12,0,hard,75,65,0,0,
H000163,TRD-022,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,110.17,16.2,350,routine,ohe_team,C,3,power_block,21,0,1,0,easy,90,100,1,10,material
H000164,ENG-072,ENG_TAMPING,ENG,track_segment,MAIN09,double,131.92,28.8,375,critical,track_machine,A,2,power_block|traffic_block,14,0,11,0,hard,105,85,0,0,
H000165,TRD-049,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,95.81,16.1,302,routine,ohe_team,A,2,power_block,23,1,11,0,moderate,90,60,0,0,
H000166,SNT-006,SNT_AXLE_COUNTER,SNT,track_circuit,BRCH03,single,40.92,8.5,379,routine,signal_team,B,4,disconnection|traffic_block,19,0,7,1,easy,60,55,0,0,
H000167,ENG-061,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,104.86,15.3,267,critical,track_machine,A,4,power_block|traffic_block,18,0,9,1,moderate,195,215,1,20,traffic_clearance
H000168,TRD-020,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,16.52,25.2,565,critical,ohe_team,B,2,power_block,7,0,12,0,easy,75,65,0,0,
H000169,ENG-067,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN01,double,5.95,4.3,24,routine,track_machine,B,3,power_block|traffic_block,4,1,7,1,hard,240,290,1,50,scope
H000170,TRD-027,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,118.76,2.7,783,critical,ohe_team,A,1,power_block,20,0,3,0,hard,90,60,0,0,
H000171,TRD-040,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,23.63,7.9,596,important,ohe_team,A,2,power_block,17,0,12,0,moderate,90,65,0,0,
H000172,ENG-040,ENG_TAMPING,ENG,track_segment,MAIN02,double,19.86,31.5,15,routine,track_machine,B,1,power_block|traffic_block,10,0,10,0,easy,120,95,0,0,
H000173,ENG-004,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,24.98,21.1,330,critical,track_gang,B,1,traffic_block,9,0,12,0,easy,75,95,1,20,late_start
H000174,ENG-017,ENG_BRIDGE_INSPECTION,ENG,bridge,MAIN09,double,125.36,8.7,448,critical,bridge_gang,B,1,traffic_block,12,0,7,1,easy,150,130,0,0,
H000175,ENG-025,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH01,single,12.29,10.3,275,critical,track_gang,B,1,power_block|traffic_block,23,1,8,1,easy,195,200,1,5,scope
H000176,TRD-061,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,174.64,31.1,377,important,ohe_team,C,1,power_block,17,0,9,1,easy,90,80,0,0,
H000177,SNT-016,SNT_POINT_OVERHAUL,SNT,point_machine,MAIN08,double,112.37,14.0,228,critical,signal_team,C,2,disconnection|traffic_block,15,0,1,0,easy,90,85,0,0,
H000178,TRD-038,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,42.62,21.8,612,critical,ohe_team,A,3,power_block,21,0,4,0,hard,75,60,0,0,
H000179,ENG-024,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN07,double,91.27,24.1,368,critical,track_machine,B,2,power_block|traffic_block,18,0,10,0,easy,240,200,0,0,
H000180,TRD-027,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,118.76,2.7,783,critical,ohe_team,C,3,power_block,17,0,6,1,easy,90,90,0,0,
H000181,ENG-069,ENG_TAMPING,ENG,track_segment,MAIN10,double,140.16,18.9,184,important,track_machine,A,1,power_block|traffic_block,17,0,11,0,easy,120,90,0,0,
H000182,SNT-028,SNT_CABLE_WORK,SNT,signal,MAIN10,double,145.81,15.1,62,routine,signal_team,A,2,traffic_block,21,0,4,0,hard,120,105,0,0,
H000183,ENG-054,ENG_TAMPING,ENG,track_segment,MAIN02,double,24.44,17.5,202,important,track_machine,B,1,power_block|traffic_block,0,1,3,0,moderate,105,105,0,0,
H000184,ENG-015,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH01,single,1.03,22.6,192,routine,track_machine,A,3,power_block|traffic_block,0,1,10,0,moderate,210,180,0,0,
H000185,TRD-025,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,89.26,7.6,352,important,ohe_team,A,1,power_block,23,1,10,0,moderate,90,60,0,0,
H000186,ENG-006,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,179.31,29.1,103,routine,track_gang,A,3,traffic_block,18,0,9,1,moderate,90,80,0,0,
H000187,ENG-039,ENG_WELD_REPAIR,ENG,track_segment,MAIN01,double,5.4,9.8,261,important,track_gang,B,5,traffic_block,14,0,6,1,moderate,75,70,0,0,
H000188,TRD-001,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,115.82,5.6,381,important,ohe_team,A,2,power_block,18,0,6,1,moderate,75,60,0,0,
H000189,ENG-051,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,154.21,26.8,302,critical,track_machine,B,2,power_block|traffic_block,18,0,9,1,moderate,240,250,1,10,late_start
H000190,ENG-060,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN07,double,97.77,8.6,252,important,track_gang,B,2,power_block|traffic_block,21,0,6,1,easy,150,130,0,0,
H000191,SNT-030,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN08,double,106.07,31.0,236,important,signal_team,C,2,disconnection,6,0,8,1,moderate,60,70,1,10,late_start
H000192,TRD-010,TRD_TENSIONING,TRD,ohe_section,MAIN01,double,5.24,15.9,261,critical,ohe_tower_car,A,1,power_block|traffic_block,11,0,1,0,easy,105,55,0,0,
H000193,SNT-019,SNT_CABLE_WORK,SNT,signal,MAIN07,double,89.99,26.7,312,critical,signal_team,C,4,traffic_block,20,0,6,1,moderate,105,160,1,55,scope
H000194,TRD-053,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,46.98,19.5,753,critical,ohe_team,B,1,power_block,3,1,11,0,easy,90,70,0,0,
H000195,ENG-007,ENG_TAMPING,ENG,track_segment,MAIN06,double,86.45,31.2,298,critical,track_machine,A,2,power_block|traffic_block,7,0,12,0,easy,105,95,0,0,
H000196,SNT-026,SNT_TRACK_CIRCUIT,SNT,track_circuit,BRCH03,single,42.73,0.8,158,routine,signal_team,B,3,disconnection,14,0,8,1,easy,60,40,0,0,
H000197,SNT-010,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN03,double,36.42,15.8,373,important,signal_team,C,4,disconnection,5,0,3,0,moderate,60,65,1,5,traffic_clearance
H000198,ENG-012,ENG_WELD_REPAIR,ENG,track_segment,MAIN04,double,59.74,22.6,185,important,track_gang,A,3,traffic_block,8,0,1,0,easy,90,50,0,0,
H000199,TRD-032,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,110.65,22.0,451,important,ohe_team,B,1,power_block,1,1,8,1,hard,90,100,1,10,late_start
H000200,TRD-062,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN06,double,78.32,5.2,425,routine,ohe_tower_car,C,1,power_block|traffic_block,22,0,4,0,moderate,150,115,0,0,
H000201,TRD-036,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,34.18,11.9,492,critical,ohe_team,B,1,power_block,20,0,11,0,moderate,75,65,0,0,
H000202,TRD-021,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,112.52,19.7,492,important,ohe_team,B,1,power_block,21,0,9,1,moderate,75,65,0,0,
H000203,ENG-008,ENG_TAMPING,ENG,track_segment,MAIN10,double,145.33,13.4,243,critical,track_machine,A,2,power_block|traffic_block,14,0,5,0,moderate,135,195,1,60,crew
H000204,ENG-057,ENG_LC_MAINTENANCE,ENG,level_crossing,MAIN05,double,68.66,31.2,125,important,track_gang,C,3,traffic_block,1,1,4,0,easy,45,45,0,0,
H000205,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,C,1,power_block|traffic_block,3,1,8,1,easy,240,300,1,60,scope
H000206,TRD-044,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN07,double,101.47,12.8,98,routine,ohe_tower_car,A,3,power_block|traffic_block,2,1,5,0,easy,165,210,1,45,crew
H000207,ENG-024,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN07,double,91.27,24.1,368,critical,track_machine,C,3,power_block|traffic_block,20,0,8,1,easy,240,255,1,15,scope
H000208,ENG-005,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,169.9,24.1,322,critical,track_machine,C,1,power_block|traffic_block,13,0,6,1,moderate,210,225,1,15,scope
H000209,TRD-059,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,26.91,29.2,387,important,ohe_team,C,3,power_block,13,0,3,0,easy,90,75,0,0,
H000210,TRD-004,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,165.59,27.9,266,important,ohe_team,B,1,power_block,23,1,11,0,easy,75,55,0,0,
H000211,TRD-069,TRD_OHE_INSULATOR,TRD,ohe_section,BRCH01,single,2.9,26.1,330,critical,ohe_team,A,4,power_block,2,1,1,0,moderate,45,50,1,5,traffic_clearance
H000212,TRD-034,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.63,8.9,495,important,ohe_team,A,4,power_block,2,1,9,1,easy,75,70,0,0,
H000213,TRD-026,TRD_TENSIONING,TRD,ohe_section,MAIN02,double,18.93,13.2,311,important,ohe_tower_car,B,4,power_block|traffic_block,21,0,11,0,moderate,120,210,1,90,late_start
H000214,SNT-004,SNT_CABLE_WORK,SNT,signal,MAIN04,double,53.89,14.5,284,critical,signal_team,C,4,traffic_block,7,0,1,0,easy,120,180,1,60,weather
H000215,SNT-001,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN01,double,0.88,3.0,227,important,signal_team,C,5,disconnection,6,0,7,1,easy,60,70,1,10,scope
H000216,ENG-064,ENG_TAMPING,ENG,track_segment,MAIN11,double,161.09,13.6,283,important,track_machine,A,1,power_block|traffic_block,18,0,12,0,easy,120,100,0,0,
H000217,SNT-009,SNT_SIGNAL_TESTING,SNT,signal,MAIN09,double,126.6,30.2,80,routine,signal_team,C,3,disconnection,17,0,10,0,hard,30,35,1,5,traffic_clearance
H000218,TRD-050,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,44.22,21.1,135,important,ohe_team,B,3,power_block,13,0,10,0,moderate,90,80,0,0,
H000219,SNT-022,SNT_SIGNAL_TESTING,SNT,signal,MAIN11,double,163.12,14.4,190,important,signal_team,A,2,disconnection,2,1,4,0,moderate,30,20,0,0,
H000220,TRD-064,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,44.22,14.2,640,routine,ohe_team,C,3,power_block,19,0,10,0,easy,75,60,0,0,
H000221,TRD-006,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,35.93,28.5,714,important,ohe_team,A,1,power_block,9,0,2,0,moderate,90,60,0,0,
H000222,SNT-014,SNT_CABLE_WORK,SNT,signal,DIV01,single,106.13,16.7,144,routine,signal_team,C,1,traffic_block,10,0,10,0,moderate,105,85,0,0,
H000223,ENG-058,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN01,double,0.64,0.8,362,important,track_gang,A,1,power_block|traffic_block,14,0,1,0,hard,165,115,0,0,
H000224,ENG-032,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN03,double,43.5,18.8,334,important,track_machine,C,2,power_block|traffic_block,16,0,3,0,moderate,225,255,1,30,scope
H000225,ENG-036,ENG_TAMPING,ENG,track_segment,MAIN06,double,78.97,8.1,320,critical,track_machine,B,2,power_block|traffic_block,12,0,11,0,easy,120,175,1,55,crew
H000226,TRD-067,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,173.98,24.3,710,critical,ohe_team,B,4,power_block,3,1,7,1,hard,75,90,1,15,scope
H000227,TRD-047,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,110.48,18.9,664,important,ohe_team,B,4,power_block,9,0,3,0,moderate,75,55,0,0,
H000228,ENG-016,ENG_TAMPING,ENG,track_segment,DIV01,single,115.53,1.7,287,important,track_machine,B,2,power_block|traffic_block,20,0,12,0,moderate,120,95,0,0,
H000229,ENG-052,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,158.13,17.6,133,important,track_gang,B,1,traffic_block,2,1,10,0,easy,75,55,0,0,
H000230,SNT-006,SNT_AXLE_COUNTER,SNT,track_circuit,BRCH03,single,40.92,8.5,379,routine,signal_team,C,3,disconnection|traffic_block,10,0,3,0,moderate,60,50,0,0,
H000231,ENG-027,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,166.16,4.0,285,important,track_machine,B,1,power_block|traffic_block,7,0,6,1,easy,240,210,0,0,
H000232,ENG-023,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN09,double,121.66,9.0,268,routine,track_machine,B,1,power_block|traffic_block,16,0,12,0,easy,195,140,0,0,
H000233,SNT-012,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,130.83,14.1,363,critical,signal_team,C,3,disconnection,8,0,9,1,easy,45,60,1,15,traffic_clearance
H000234,ENG-075,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,79.02,2.0,252,important,track_machine,B,2,power_block|traffic_block,21,0,6,1,easy,240,220,0,0,
H000235,SNT-013,SNT_CABLE_WORK,SNT,signal,BRCH01,single,12.84,12.4,282,critical,signal_team,B,4,traffic_block,3,1,3,0,moderate,120,120,0,0,
H000236,ENG-013,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,18.41,23.9,199,important,track_gang,A,2,traffic_block,21,0,2,0,easy,75,45,0,0,
H000237,TRD-058,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH01,single,13.5,25.9,343,routine,ohe_team,C,4,power_block,3,1,6,1,hard,75,120,1,45,late_start
H000238,SNT-017,SNT_POINT_OVERHAUL,SNT,point_machine,DIV01,single,104.98,30.1,260,critical,signal_team,B,2,disconnection|traffic_block,17,0,9,1,moderate,90,110,1,20,traffic_clearance
H000239,ENG-020,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,25.16,9.3,331,important,track_gang,A,5,traffic_block,16,0,7,1,moderate,75,70,0,0,
H000240,TRD-034,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.63,8.9,495,important,ohe_team,C,1,power_block,1,1,12,0,easy,75,65,0,0,
H000241,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,B,4,power_block|traffic_block,0,1,11,0,easy,225,220,0,0,
H000242,SNT-031,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,41.46,22.2,269,critical,signal_team,B,3,disconnection,20,0,5,0,hard,45,40,0,0,
H000243,TRD-065,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,96.32,6.4,262,routine,ohe_team,B,2,power_block,2,1,11,0,easy,75,55,0,0,
H000244,TRD-007,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,50.9,13.5,427,critical,ohe_team,B,3,power_block,11,0,7,1,easy,75,120,1,45,scope
H000245,TRD-054,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,98.01,13.3,494,routine,ohe_team,A,2,power_block,22,0,8,1,moderate,90,150,1,60,traffic_clearance
H000246,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,B,4,power_block|traffic_block,21,0,9,1,moderate,240,315,1,75,late_start
H000247,ENG-066,ENG_WELD_REPAIR,ENG,track_segment,BRCH04,single,44.44,16.9,370,critical,track_gang,B,1,traffic_block,2,1,7,1,hard,75,170,1,95,weather
H000248,ENG-073,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,118.06,27.8,255,critical,track_gang,B,4,traffic_block,21,0,7,1,easy,75,70,0,0,
H000249,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,B,3,power_block,22,0,7,1,easy,90,75,0,0,
H000250,ENG-012,ENG_WELD_REPAIR,ENG,track_segment,MAIN04,double,59.74,22.6,185,important,track_gang,C,1,traffic_block,16,0,3,0,moderate,90,75,0,0,
H000251,ENG-040,ENG_TAMPING,ENG,track_segment,MAIN02,double,19.86,31.5,15,routine,track_machine,C,2,power_block|traffic_block,8,0,3,0,moderate,120,130,1,10,late_start
H000252,ENG-057,ENG_LC_MAINTENANCE,ENG,level_crossing,MAIN05,double,68.66,31.2,125,important,track_gang,C,1,traffic_block,3,1,12,0,easy,45,40,0,0,
H000253,SNT-029,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN04,double,58.01,26.0,230,critical,signal_team,B,4,disconnection,1,1,3,0,moderate,60,75,1,15,late_start
H000254,TRD-072,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,104.6,15.4,73,routine,ohe_team,B,3,power_block,3,1,3,0,moderate,75,60,0,0,
H000255,ENG-037,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,81.88,14.0,361,important,track_machine,A,5,power_block|traffic_block,10,0,3,0,easy,240,160,0,0,
H000256,TRD-048,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,116.54,15.3,429,critical,ohe_team,B,1,power_block,9,0,4,0,moderate,90,70,0,0,
H000257,SNT-031,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,41.46,22.2,269,critical,signal_team,C,2,disconnection,22,0,3,0,easy,45,45,0,0,
H000258,TRD-007,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,50.9,13.5,427,critical,ohe_team,C,3,power_block,22,0,8,1,easy,75,95,1,20,traffic_clearance
H000259,TRD-033,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,144.45,19.1,709,critical,ohe_team,B,2,power_block,23,1,6,1,moderate,90,115,1,25,scope
H000260,TRD-071,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN03,double,45.07,0.6,420,important,ohe_tower_car,A,4,power_block|traffic_block,19,0,12,0,easy,195,120,0,0,
H000261,ENG-010,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN10,double,146.84,3.4,301,critical,track_gang,B,3,power_block|traffic_block,7,0,8,1,easy,180,195,1,15,traffic_clearance
H000262,TRD-033,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,144.45,19.1,709,critical,ohe_team,C,1,power_block,4,1,5,0,moderate,90,190,1,100,late_start
H000263,ENG-008,ENG_TAMPING,ENG,track_segment,MAIN10,double,145.33,13.4,243,critical,track_machine,B,3,power_block|traffic_block,11,0,8,1,moderate,135,160,1,25,scope
H000264,TRD-051,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,40.91,21.2,676,important,ohe_team,A,2,power_block,17,0,4,0,moderate,90,65,0,0,
H000265,TRD-012,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,48.94,9.7,786,critical,ohe_team,C,3,power_block,12,0,4,0,moderate,75,70,0,0,
H000266,ENG-020,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,25.16,9.3,331,important,track_gang,C,2,traffic_block,15,0,7,1,hard,75,90,1,15,late_start
H000267,ENG-006,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,179.31,29.1,103,routine,track_gang,B,3,traffic_block,13,0,12,0,easy,90,80,0,0,
H000268,TRD-056,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN06,double,76.98,30.0,722,critical,ohe_team,B,1,power_block,9,0,9,1,moderate,90,70,0,0,
H000269,ENG-065,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,54.84,22.9,388,critical,track_machine,B,4,power_block|traffic_block,10,0,7,1,easy,240,290,1,50,traffic_clearance
H000270,ENG-064,ENG_TAMPING,ENG,track_segment,MAIN11,double,161.09,13.6,283,important,track_machine,C,4,power_block|traffic_block,12,0,3,0,moderate,120,135,1,15,scope
H000271,TRD-057,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,24.34,2.1,499,critical,ohe_team,B,2,power_block,8,0,11,0,hard,105,105,0,0,
H000272,TRD-026,TRD_TENSIONING,TRD,ohe_section,MAIN02,double,18.93,13.2,311,important,ohe_tower_car,B,4,power_block|traffic_block,7,0,9,1,easy,120,115,0,0,
H000273,TRD-045,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,51.33,23.6,751,critical,ohe_team,B,5,power_block,12,0,12,0,easy,90,105,1,15,traffic_clearance
H000274,ENG-053,ENG_LC_MAINTENANCE,ENG,level_crossing,BRCH04,single,47.4,10.1,219,critical,track_gang,A,1,traffic_block,23,1,2,0,easy,60,50,0,0,
H000275,TRD-063,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,22.52,3.0,717,routine,ohe_team,B,1,power_block,9,0,10,0,hard,75,65,0,0,
H000276,TRD-011,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN05,double,65.81,28.0,783,critical,ohe_team,A,2,power_block,22,0,8,1,moderate,90,85,0,0,
H000277,SNT-013,SNT_CABLE_WORK,SNT,signal,BRCH01,single,12.84,12.4,282,critical,signal_team,A,2,traffic_block,22,0,2,0,moderate,120,80,0,0,
H000278,ENG-051,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,154.21,26.8,302,critical,track_machine,A,3,power_block|traffic_block,23,1,9,1,easy,240,250,1,10,traffic_clearance
H000279,SNT-019,SNT_CABLE_WORK,SNT,signal,MAIN07,double,89.99,26.7,312,critical,signal_team,C,3,traffic_block,3,1,9,1,moderate,105,155,1,50,late_start
H000280,TRD-036,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,34.18,11.9,492,critical,ohe_team,B,4,power_block,7,0,5,0,moderate,75,105,1,30,scope
H000281,TRD-035,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,6.29,0.7,659,critical,ohe_team,B,2,power_block,7,0,4,0,moderate,75,55,0,0,
H000282,ENG-030,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,118.4,29.2,383,critical,track_gang,C,5,traffic_block,21,0,11,0,easy,90,85,0,0,
H000283,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,A,1,power_block,5,0,9,1,moderate,90,55,0,0,
H000284,SNT-008,SNT_POINT_OVERHAUL,SNT,point_machine,MAIN04,double,49.4,26.7,5,routine,signal_team,C,1,disconnection|traffic_block,16,0,11,0,moderate,90,75,0,0,
H000285,ENG-068,ENG_TAMPING,ENG,track_segment,MAIN08,double,106.63,20.2,186,routine,track_machine,C,3,power_block|traffic_block,8,0,2,0,moderate,120,205,1,85,traffic_clearance
H000286,TRD-007,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN04,double,50.9,13.5,427,critical,ohe_team,B,2,power_block,16,0,8,1,easy,75,80,1,5,traffic_clearance
H000287,SNT-022,SNT_SIGNAL_TESTING,SNT,signal,MAIN11,double,163.12,14.4,190,important,signal_team,A,5,disconnection,1,1,2,0,easy,30,25,0,0,
H000288,TRD-022,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,110.17,16.2,350,routine,ohe_team,C,1,power_block,22,0,12,0,easy,90,55,0,0,
H000289,TRD-002,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,14.66,21.0,234,routine,ohe_team,B,1,power_block,22,0,9,1,hard,90,80,0,0,
H000290,TRD-015,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN09,double,132.53,20.4,189,routine,ohe_team,C,1,power_block,7,0,7,1,easy,75,80,1,5,late_start
H000291,SNT-021,SNT_SIGNAL_TESTING,SNT,signal,BRCH03,single,36.3,27.6,296,critical,signal_team,A,2,disconnection,19,0,4,0,moderate,45,30,0,0,
H000292,ENG-066,ENG_WELD_REPAIR,ENG,track_segment,BRCH04,single,44.44,16.9,370,critical,track_gang,C,2,traffic_block,4,1,6,1,easy,75,100,1,25,scope
H000293,TRD-063,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,22.52,3.0,717,routine,ohe_team,A,3,power_block,14,0,6,1,hard,75,120,1,45,late_start
H000294,ENG-046,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,162.01,29.9,213,important,track_machine,B,1,power_block|traffic_block,9,0,7,1,moderate,240,280,1,40,crew
H000295,SNT-012,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,130.83,14.1,363,critical,signal_team,C,2,disconnection,2,1,5,0,moderate,45,45,0,0,
