id,dept,asset_type,section_id,km_from,km_to,age_years,days_since_maintenance,maintenance_interval_days,criticality,annual_gmt,failures_3y
TRA01221,ENG,track_segment,DIV01,113.72,114.22,6.7,305,180,4,10.2,5
TRA01222,ENG,track_segment,DIV01,110.65,111.15,26.2,144,180,3,10.2,0
TRA01223,ENG,track_segment,DIV01,112.09,112.59,7.0,164,180,3,10.2,1
TRA01224,ENG,track_segment,DIV01,112.94,113.44,23.8,293,180,4,10.2,1
TRA01225,ENG,track_segment,DIV01,116.0,116.5,13.2,392,180,2,10.2,0
TRA01226,ENG,track_segment,DIV01,104.78,105.28,26.6,131,180,3,10.2,0
TRA01227,ENG,track_segment,DIV01,111.47,111.97,24.5,330,180,2,10.2,0
TRA01228,ENG,track_segment,DIV01,104.31,104.81,26.6,290,180,2,10.2,0
TRA01229,ENG,track_segment,DIV01,116.02,116.52,25.7,65,180,2,10.2,3
LEV01230,ENG,level_crossing,DIV01,117.04,117.04,8.4,193,120,3,10.2,1
BRI01231,ENG,bridge,DIV01,108.48,108.48,31.2,496,365,5,10.2,1
SIG01232,SNT,signal,DIV01,109.3,109.3,24.6,96,150,4,10.2,1
SIG01233,SNT,signal,DIV01,105.01,105.01,6.9,40,150,5,10.2,1
SIG01234,SNT,signal,DIV01,108.32,108.32,28.8,35,150,4,10.2,0
SIG01235,SNT,signal,DIV01,106.13,106.13,16.7,144,150,4,10.2,0
SIG01236,SNT,signal,DIV01,114.72,114.72,27.6,117,150,4,10.2,0
SIG01237,SNT,signal,DIV01,115.21,115.21,24.5,236,150,5,10.2,1
POI01238,SNT,point_machine,DIV01,112.25,112.25,4.6,113,120,4,10.2,2
POI01239,SNT,point_machine,DIV01,104.98,104.98,30.1,260,120,5,10.2,0
TRA01240,SNT,track_circuit,DIV01,113.93,113.93,27.2,273,180,3,10.2,1
TRA01241,SNT,track_circuit,DIV01,112.08,112.08,30.5,162,180,3,10.2,0
TRA01242,SNT,track_circuit,DIV01,111.24,111.24,16.2,386,180,4,10.2,2
TRA01243,SNT,track_circuit,DIV01,113.15,113.15,26.5,125,180,4,10.2,3
TRA01244,SNT,track_circuit,DIV01,116.51,116.51,16.1,13,180,4,10.2,0
TRA01245,SNT,track_circuit,DIV01,119.29,119.29,9.9,133,180,4,10.2,0
TRA01246,SNT,track_circuit,DIV01,118.8,118.8,30.7,365,180,5,10.2,5
TRA01247,SNT,track_circuit,DIV01,105.67,105.67,27.8,240,180,4,10.2,0
OHE01248,TRD,ohe_section,DIV01,117.97,117.97,25.3,419,200,4,10.2,0
OHE01249,TRD,ohe_section,DIV01,109.3,109.3,14.1,176,200,5,10.2,1
OHE01250,TRD,ohe_section,DIV01,114.96,114.96,30.2,415,200,5,10.2,1
OHE01251,TRD,ohe_section,DIV01,108.59,108.59,15.6,333,200,5,10.2,0
OHE01252,TRD,ohe_section,DIV01,118.85,118.85,26.1,354,200,4,10.2,0
OHE01253,TRD,ohe_section,DIV01,118.73,118.73,12.6,203,200,3,10.2,2
OHE01254,TRD,ohe_mast,DIV01,117.18,117.18,17.7,72,365,2,10.2,0
OHE01255,TRD,ohe_mast,DIV01,116.32,116.32,11.3,398,365,2,10.2,2
OHE01256,TRD,ohe_mast,DIV01,117.94,117.94,8.2,301,365,2,10.2,0
OHE01257,TRD,ohe_mast,DIV01,115.42,115.42,30.2,629,365,3,10.2,1
OHE01258,TRD,ohe_mast,DIV01,115.27,115.27,14.9,757,365,2,10.2,0
OHE01259,TRD,ohe_mast,DIV01,112.52,112.52,19.7,492,365,1,10.2,0
OHE01260,TRD,ohe_mast,DIV01,117.14,117.14,12.8,668,365,1,10.2,0
OHE01261,TRD,ohe_mast,DIV01,103.97,103.97,16.3,117,365,3,10.2,1
OHE01262,TRD,ohe_mast,DIV01,105.76,105.76,11.0,148,365,3,10.2,0
OHE01263,TRD,ohe_mast,DIV01,114.77,114.77,31.7,284,365,2,10.2,0
OHE01264,TRD,ohe_mast,DIV01,109.14,109.14,25.4,600,365,2,10.2,2
OHE01265,TRD,ohe_mast,DIV01,106.82,106.82,1.6,361,365,2,10.2,0
OHE01266,TRD,ohe_mast,DIV01,110.17,110.17,16.2,350,365,2,10.2,0
OHE01267,TRD,ohe_mast,DIV01,103.74,103.74,22.9,256,365,1,10.2,0
OHE01268,TRD,ohe_mast,DIV01,103.08,103.08,3.7,359,365,2,10.2,2
OHE01269,TRD,ohe_mast,DIV01,117.87,117.87,13.0,802,365,2,10.2,0
OHE01270,TRD,ohe_mast,DIV01,118.74,118.74,4.0,619,365,2,10.2,0
OHE01271,TRD,ohe_mast,DIV01,111.1,111.1,17.6,345,365,2,10.2,2
OHE01272,TRD,ohe_mast,DIV01,104.47,104.47,6.7,707,365,1,10.2,0
OHE01273,TRD,ohe_mast,DIV01,104.6,104.6,15.4,73,365,3,10.2,0
OHE01274,TRD,ohe_mast,DIV01,116.9,116.9,1.8,434,365,2,10.2,1
OHE01275,TRD,ohe_mast,DIV01,113.52,113.52,6.2,535,365,3,10.2,1
OHE01276,TRD,ohe_mast,DIV01,110.81,110.81,22.8,275,365,3,10.2,0
OHE01277,TRD,ohe_mast,DIV01,118.76,118.76,2.7,783,365,2,10.2,0
OHE01278,TRD,ohe_mast,DIV01,110.48,110.48,18.9,664,365,2,10.2,0
